Location Name,Location Type,Project,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,26,B,26B,M86-26PG,M86-MAL86-26B,Orion,19861231,287.0,Mozambique,,,Tom Johnson,-11.82667,34.64833,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.5,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,27,A,27A,M86-27P,M86-MAL86-27A,Orion,19861231,324.0,Malawi,,,Tom Johnson,-11.78333,34.56667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,5.63,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,28,A,28A,M86-28P,M86-MAL86-28A,Orion,19861231,567.0,Malawi,,,Tom Johnson,-10.83333,34.36722,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.94,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,28,B,28B,M86-28PG,M86-MAL86-28B,Orion,19861231,567.0,Malawi,,,Tom Johnson,-10.83333,34.36722,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.315,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,29,A,29A,M86-29P,M86-MAL86-29A,Orion,19861231,135.0,Malawi,,,Tom Johnson,-10.20167,34.15333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,9.29,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,2,B,2B,M86-2PG,M86-MAL86-2B,Orion,19861231,298.0,Malawi,,,Tom Johnson,-12.39500,34.39667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.82,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,30,A,30A,M86-30P,M86-MAL86-30A,Orion,19861231,220.0,Malawi,,,Tom Johnson,-10.12333,34.17333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,9.42,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,31,A,31A,M86-31P,M86-MAL86-31A,Orion,19861231,190.0,Malawi,,,Tom Johnson,-10.16833,34.18833,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,9.805,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,32,A,32A,M86-32P,M86-MAL86-32A,Orion,19861231,316.0,Malawi,,,Tom Johnson,-9.80083,34.16667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.09,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,32,B,32B,M86-32PG,M86-MAL86-32B,Orion,19861231,316.0,Malawi,,,Tom Johnson,-9.80083,34.16667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.84,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,33,A,33A,M86-33P,M86-MAL86-33A,Orion,19861231,316.0,Malawi,,,Tom Johnson,-9.78500,34.14333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,5.255,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,33,B,33B,M86-33PG,M86-MAL86-33B,Orion,19861231,316.0,Malawi,,,Tom Johnson,-9.78500,34.14333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.24,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,3,A,3A,M86-3P,M86-MAL86-3A,Orion,19861231,298.0,Malawi,,,Tom Johnson,-12.39667,34.38167,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.355,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,3,B,3B,M86-3PG,M86-MAL86-3B,Orion,19861231,298.0,Malawi,,,Tom Johnson,-12.39667,34.38167,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.5,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,4,A,4A,M86-4P,M86-MAL86-4A,Orion,19861231,124.0,Malawi,,,Tom Johnson,-13.87500,34.84000,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,8.83,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,4,B,4B,M86-4PG,M86-MAL86-4B,Orion,19861231,124.0,Malawi,,,Tom Johnson,-13.87500,34.84000,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.16,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,5,A,5A,M86-5P,M86-MAL86-5A,Orion,19861231,66.0,Malawi,,,Tom Johnson,-14.08167,35.09667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,8.11,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,6,A,6A,M86-6P,M86-MAL86-6A,Orion,19861231,93.0,Malawi,,,Tom Johnson,-14.05333,34.78667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,8.54,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,6,B,6B,M86-6PG,M86-MAL86-6B,Orion,19861231,93.0,Malawi,,,Tom Johnson,-14.05333,34.78667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.135,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,8,A,8A,M86-8P,M86-MAL86-8A,Orion,19861231,311.0,Mozambique,,,Tom Johnson,-11.79500,34.72000,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,7.585,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,8,B,8B,M86-8PG,M86-MAL86-8B,Orion,19861231,311.0,Mozambique,,,Tom Johnson,-11.79500,34.72000,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.7,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M86,MAL,9,A,9A,M86-9P,M86-MAL86-9A,Orion,19861231,384.0,Malawi,,,Tom Johnson,-11.89667,34.43833,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,7.73,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,10,A,10A,M87-M87-10,M87-MAL87-10A,Liloya,19870106,188.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.87833,33.99000,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.325,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,11,A,11A,M87-M87-11,M87-MAL87-11A,Liloya,19870106,220.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.86833,34.03667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.65,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,12,A,12A,M87-M87-12,M87-MAL87-12A,Liloya,19870106,302.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.81333,34.15500,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.545,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,15,A,15A,M87-M87-15,M87-MAL87-15A,Liloya,19870106,437.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.96167,34.42167,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.665,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,17,A,17A,M87-M87-17,M87-MAL87-17A,Liloya,19870106,302.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-10.50500,34.54333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,,,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,19,A,19A,M87-M87-19,M87-MAL87-19A,Liloya,19870106,386.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-10.51500,34.51167,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.755,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,20,A,20A,M87-M87-20,M87-MAL87-20A,Liloya,19870106,377.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-10.55333,34.51667,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.14,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,21,A,21A,M87-M87-21,M87-MAL87-21A,Liloya,19870106,437.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-10.49667,34.43833,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.475,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,22,A,22A,M87-M87-22,M87-MAL87-22A,Liloya,19870106,443.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-10.52333,34.36167,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.73,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,23,A,23A,M87-M87-23,M87-MAL87-23A,Liloya,19870106,428.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-10.58833,34.47333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.13,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,3,A,3A,M87-M87-3,M87-MAL87-3A,Liloya,19870106,96.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-13.87000,34.88500,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.865,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,4,A,4A,M87-M87-4,M87-MAL87-4A,Liloya,19870106,96.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-14.13000,35.13833,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.84,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,5,A,5A,M87-M87-5,M87-MAL87-5A,Liloya,19870106,82.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.83833,33.94167,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,1.815,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,6,A,6A,M87-M87-6,M87-MAL87-6A,Liloya,19870106,91.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.87167,33.94833,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0.96,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,7,A,7A,M87-M87-7,M87-MAL87-7A,Liloya,19870106,117.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.90333,33.97333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.27,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi,lake,M87,MAL,8,A,8A,M87-M87-8,M87-MAL87-8A,Liloya,19870106,134.0,Malawi,,,"Tom Johnson, Patrick Ng'ang'a",-9.94000,33.99333,476,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.14,"PI, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
